title,lastrevid
Sereepisuth Temeeyaves,1245656316
Serop Zakaryan,1222543352
Shinji Morimoto,1037558241
Taw Phaya Galay,1239004774
Tim Hector,1227026341
Victor Țvircun,1232776378
Wilfred Martin Rajapakse,1179726523
Abdullatif bin Abdulaziz Al-Sheikh,1247311135
Ahmed Mohammed Nasser,1250125770
Ahmed Uthman,1213314881
Aleksandar Vasić (politician),1219518076
Alketas Panagoulias,1247604735
Avni Akyol,1237450327
Bambang Kesowo,1247638929
Basilio Ah,1242446129
Bedraj Singh,1239549671
Bedřich Reicin,1195019933
Božidar Matić,1248791274
Bruno Rajaonson,1173719996
Carlos Balmaceda Saavedra,1246583396
Daniel Kidega,1170493208
Dhokal Singh Basnyat,1223085375
Eddy Casterman,1242211173
Ergoge Tesfaye,1237243972
Fouad Bseiso,1150980915
Gennady Konyakhin,1113703725
Gennaro Placco,1211247566
"Georg Adam, Prince of Starhemberg",1215186237
Hisham Khatib,1245814781
J. Edwin Lloyd,1234365993
James Carmichael Smith (postmaster),1248344476
Juan José de Bonilla y Herdocia,1226616767
Józefa Bramowska,1214019932
Loubo Augustin Djessou,1233127381
Mandipalli Ramprasad Reddy,1245717814
Martín Guzmán,1227515965
Mehrdad Khonsari,1178544186
Miguel Brugueras,1233083421
Miguel Álvarez Castro,1225471880
Mohamed Abdi Dhinbil,1186067971
Mohamed bin Zayed Al Nahyan,1250270732
Moussa Ali Abdoulkader,1237461240
Muhammad Nazar,1172574886
Naima Salhi,1213404244
Oleh Meidych,1177396640
Pacha Gul Wafadar,1227179979
Paul Makonda,1234668593
Ramón Jiménez Gaona,1249934829
Ricciotti Garibaldi,1172266806
Stephen Makoji Achema,1176790138
Suchatvee Suwansawat,1175896229
Víctor Espinoza Peña,1231916583
William Haynes-Smith,1250666577
Wu Heling,1226731801
Yun Ung-nyeol,1222697588
Yusuf bin Alawi bin Abdullah,1245440780
Abdul-Ghani Al-Karmi,1242435573
Ahmed Ben Said Djaffar,1190414185
Alvan Ikoku,1227608910
Andrzej Tomaszewicz,1225422670
Aïssa Bekkai,1219685755
Beltrán Mathieu,1240166319
Camila Jourdan,1240746354
Christian Wilhelm Karl Ewald,1226174343
Coluccio Salutati,1208072184
Dennis Akumu,1105779636
Elias Salupeto Pena,1220287990
Enrique Geenzier,1247457080
Ernő Mesterházy,1164628746
Fabio Castillo Figueroa,1209426449
Gazmend Pula,1220586705
Gennady Lebedev,1158618021
Grzegorz Piechowiak,1069129905
Günter Gaus,1246337794
Habibullah Khan Tarin,1243399293
Haris Beeran,1250733082
Hassan Dukicha,1246061554
Isaac Matongo,1246276309
Jaime Nogueira Pinto,1216910186
Jean-Dominique Okemba,1146539782
Justo Arosemena Quesada,1215952443
Jyothula Nehru,1232661745
Kazimierz Narutowicz,1238622294
Lee White (conservationist),1186832805
Luigi Frari,1245788911
Mammad Gurbanov,1237445893
Manuel José García,1227616001
Manuel Marrero Cruz,1232587321
Michał Łempicki,1247696632
Mohamed Bacar,1247355339
Mohamed Lemine Ch'bih Ould Cheikh Melainine,1227352105
Nurdin Halid,1229864764
Oleg Belozyorov,1250005895
Pablo Guerrero Martinez,1197438720
Rafael Peña,1228024668
Roberto Ramírez del Villar,1126338729
Rubén González Cárdenas,1240178755
Ruth Chinamano,1233377754
Salvatore Senese,1211668442
Simon Ekpa,1249750092
Sophia Kircher,1242552103
Tamil Progressive Alliance,1247900823
Theodor Olshausen,1242256661
Vittorio Pezzuto,1248530062
Zulkarnain Karim,1106838661
Đura Dokić,1219748435
Alessandro Pernati di Momo,1220263642
Ali bin Saleh Al Saleh,1239617504
Anatol Grimalschi,1171481822
Badiyya Hassan Mashi,1241297432
Belete Molla,1199380443
Boubacar Hama Beidi,1240799135
Dangatar Köpekow,1240230934
Dragutin Jovanović-Lune,1226933273
Edith García Buchaca,1240107237
Elizabeth Mafekeng,1247393179
Fadel Benyaich,1245186940
Francisco Manuel Homem Cristo,1242707017
Giuseppe Vatinno,1230870596
Hemming Gadh,1191848807
Hermann Wittich,1226380770
Huseyn Rahmanov,1106104383
I Gusti Gde Subamia,1243060743
Ibrahim Boughali,1230623499
Jamille Bittar,1062893055
Jane Ngwenya,1199625809
Jean Félix Demba Telo,1106155664
José Isabel Blandón Castillo,1247550116
Julio Arboleda Pombo,1245236501
Jusuf Baftjari,1250327734
János Fuzik,1171871582
Khalid Almoayed,1215466172
Konstantin Dyulgerov,1248487195
Kouamé Lougué,1188339825
Lateef Adegbite,1247122505
Lon Nil,1220226778
Madeleine de Grandmaison,1245655403
Malik Allahyar Khan,1233679331
Mohammad Farouk Tayfour,1227582547
Numan al-Samarrai,1249038733
Olga Duque de Ospina,1245229862
Pierre-Jean-Baptiste Chaussard,1226291178
Presidency of Eurico Gaspar Dutra,1240095314
Quirico Filopanti,1242089728
Razaq Mamoon,1227180106
Rodolphe Iddi Lala,1242127344
Sankie Mthembi-Mahanyele,1247392190
Solomone Ula Ata,1245416558
Suleiman Oba Nimota,1147339670
Szymon Askenazy,1192482735
Tariq Najm,1247028402
Temba Mliswa,1246241769
Volodymyr Boyko,1239786642
Werner Knieper,1188787560
Xavier Ngoubeyou,1242530072
Édouard Benjamin,1234308934
Abdul Karim Misaq,1235405154
Aleksander Antoni Sapieha,1197150501
Ali Huseynli,1245270394
Alí Domínguez,1240451011
Andi Alfian Mallarangeng,1222273992
Ankica Gudeljević,1208918047
Arifin Asgali,1246013371
Badruddoza Ahmed Shuja,1245376617
Bonawentura Niemojowski,1246389291
Carlos Cardoso (journalist),1249355860
Dmitry Grigorenko,1236253841
Dominika Švarc Pipan,1231574449
Emerik Josipović,1242194990
Faraj Salmin Al-Bahsani,1216872257
Filippo Mariotti,1249993799
Foued Chehat,1242037866
Francisco Belaúnde,1246360103
Frank País,1239091687
Gustave Aba-Gandzion,1124446209
Haji Ibrahim Nur,1089443067
Hasan Basry,1230187134
Henryk Ostrowski,1098283125
Jan Kilian (politician),1172486409
Jean Ralaimongo,1244109507
Johan Bernard Abraham Fortunatus Mayor Polak,1246863379
Juan de los Santos Madriz y Cervantes,1166323385
Karel Domin,1233866042
Kim Joon-kyo,1248054262
Kirill Teiter,1199847042
Lena Arnoldt,1228301192
Manuel Dorta-Duque,1234507221
Moisés Naím,1247919584
Moses ole Sakuda,1248810515
Nela Riehl,1242962207
Oorvasi S. Amirtharaj,1230951133
Ousmane Mey,1017007525
P. Geetha Jeevan,1249542355
Pantham Venkateswara Rao,1250770904
Paul Chimedza,1226620788
Peter-Josef Schallberger,1022570699
Prem Bahadur Kansakar,1206443756
Radhia Haddad,1216518217
Rawdon Turner,1247632346
Rekayi Tangwena,1236117496
Rimvydas Valatka,1235510534
Rovshan Javadov,1250266366
Ryamizard Ryacudu,1244189678
Teodora Genchovska,1217932516
Tony Ganngiyan,1153029460
Winnie Odinga,1218536702
AbdulRahman AbdulRazaq,1250092836
André Zacharow,1188242249
Anton Novačan,1208186784
Byron Hove,1226322417
Cherubim Dambui,1171166173
Chiharu Araki,1173106315
Constant Karma,1182379636
Constantin Mimi,1154939115
Deepthi Kumara Gunarathne,1183509148
Ernst Hampel (politician),1232067132
Fernand Cocq,1243330963
Gary Prado Salmón,1195939890
Gbadebo Rhodes-Vivour,1245870190
Grigory Isayev,1221634000
Hamid Rashid Maʽala,1153831551
Ivonne Attas,1250286831
John Tembo,1227763229
Jorge Bruni,1101182986
Joseph Itotoh,1140514519
Joseph Lambert (Haitian politician),1246577456
Joseph Mécène Jean-Louis,1176875041
José de Obaldía,1208931405
Juan José Reyes-Patria Escobar,1227553742
Jup Weber,1248675764
Konstantin Kostin (politician),1224486565
Kuryana Azis,1226762864
Károly Andrássy,1226148197
Mekki Aloui,1041433441
Menduh Zavalani,1235824554
Mihály Mikes (politician),1089407038
Miloš Radosavljević (politician),1216209091
Mohamed Ben Ghalbon,1243025312
Musa Mammadov,1243510550
Niluka Ekanayake,1249650915
Olavi Mäenpää,1238920237
Povilas Višinskis,1234786486
Ramón Romero Roa,1098595270
Richard Sacher,1240158146
Rodrigo Oreamuno Blanco,1222118589
Rudolf Paszek,1194017871
S.G. Ikoku,1140523065
Stanislav Žalud,1186170185
Syed Kamal,1243664924
Szymon Niemiec,1247353227
Taketora Ogata,1248398621
Than Sein,1245372417
Tomaz Salomão,1246373248
Veng Sakhon,1249720857
Viacheslav Suprunenko,1146431478
Zbigniew Stonoga,1246578638
Abdulla Shahid,1244783683
Adolf Pilar von Pilchau,1237840723
Ahmed Al-Salloum,1244755894
Alberto Fait Lizano,1222118382
Alejo Peyret,1138003698
Antoine Darlan,1217196175
Bartolomé Morales,1247766152
Busari Adelakun,1215434038
Diallo Telli,1178513406
Djalma Bastos de Morais,1180933919
Faisal Shboul,1245991710
Francis Kimemia,1195335279
Françoise Dupuis,1224617580
Ghulam Ghaus,1158659195
Gregor Razumovsky (activist),1236098636
Hans Peter Haselsteiner,1226351964
Huỳnh Văn Cao,1233300105
Ibrahim Temo,1228151428
Jacques la Caze,1156612646
Jamil Ahmed,1222869680
Jean-Jacques Bouya,1246299510
Joaquim Alvaro Pereira Leite,1240167587
José Domingo Arias,1246278068
José Eusebio Caro,1216025693
Juraj Biankini,1219491844
Justo Herrera,1227062098
Keketso Rantso,1149446685
Kenji Nakanishi,1237518728
Kinga Penjor,1029727171
Kōzō Watanabe (Liberal Democratic Party politician),1157448528
Lazar Lazarov,1215860047
"Leopold, Count von Thun und Hohenstein",1215186791
Martin Hübscher,1244054811
Miguel Schweitzer Walters,1233099801
Miloš Vukašinović,1221047215
Moustadroine Abdou,1249127568
Nassim Diafat,1213342432
Nikitas Venizelos,1231258246
Onesmas Ngunjiri,1246061256
Pargui Emile Paré,1227770299
Peter Cirillo,1233240748
Protais Zigiranyirazo,1144520217
Saif Durbar,1240973609
Samoud Khan,1195409073
Saïd Ibrahim Ben Ali,1246290098
Song Ja,1210545243
Stefano Bruno Galli,1201520405
Thomas Nahimana,1235038071
Victor Perret,1014506148
Yacouba Sido,1177650740
Abba Kyari,1248451106
Abdul Hamid Sebba,1250026721
Aden Isaq Ahmed,1241124928
Akimasa Suzuki,1216495854
Annina von Falkenstein,1244057999
Apollo Ofwono,1246243537
Bert Tucker,1215561378
Beto Mansur,1221098764
Carl Fredrik Pechlin,1174570277
Choi Bae-geun,1248055386
D. N. Dhungyel,1226923015
Dele Gboluga Ikengboju,1236563572
Denis-Christel Sassou Nguesso,1235566637
Dominique Kpoghomou,1231545434
Emmanuel Havugimana,1228471757
Ezatullah (Nangarhar),1158302291
Francisco Burdett O'Connor,1226589407
Giovanni Orelli,1202694805
Ibrahim A. Saney,1231599424
Ivan Dimov (scientist),1215314240
Ivan Gel,1221633541
Jeyhun Jalilov,1228687346
John Ehret,1237258272
José María Caminero,1249249650
Juan Nepomuceno de Quesada,1247766173
Józef Kożdoń,1215053905
Kamil Pasha al-Qudsi,1179052230
Kim Eun-hye (politician),1248060805
Lalao Ravalomanana,1241320384
Maksud Ibragimov,1250091255
Mamman Shata,1227339915
Manju Sharma (politician),1232659274
Mohamed Ahmed Sheikh Ali,1226025037
Mohamed Haddou Chiguer,1243832439
Moses Kacoul Machar,1151274280
Nai Htaw Sorn,1210083144
Pierre Van Humbeeck,1136575793
Pita Limjaroenrat,1250883874
Radheshyam Rathiya,1237817149
Radovan Ničić,1099986846
Rasoul Movahedian,1140683216
Rebecca Phaladi-Digamela,1135223262
Rukchanok Srinork,1239869578
Sava Bjelanović,1248639747
Sisouk na Champassak,1220770872
Stanislav Huml,1235129120
Vilhelm Lundström (philologist),1247243411
William Kamoti,1246061703
Zubby Michael,1249961006
Étienne Djaument,1177650338
Abdul Qader Barmada,1207792124
Ahmed Abdullah al-Jubouri,1161592238
Ahmed Malsagov (politician),1209631339
Alexander Zach,1215187552
Andris Sprūds,1232107208
Asparuh Panov,1022365931
Boško Baškot,1153745598
Carles Duarte i Montserrat,1198285042
Carlo Filangieri,1229833190
Charles Bartlett Hyde,1247370983
Dawid Kruiper,1249791603
Fazlul Haque Montu,1243563371
Giuseppe Montanelli,1238499736
Goma Devi Timilsina,1151619454
Ignacio Agramonte,1245421466
Imed Trabelsi,1249332314
Inayatullah Khan Mashriqi,1248974565
Jakub Świnka,1236481637
Jane Awich,1246243036
Jean Charbonnel,1242211337
Joaquín Rivera,1225451471
Joseph Biroli,1244607980
José Gregorio Salazar,1229765870
José Sisto,1092505399
Kamel Feki,1225752455
Karl Gustaf Scherman,1149882720
Khalid bin Hilal Al Busaidi,1241131635
Kim Gap-sun,1244329101
Lalo Gomes,1245142692
Lars Törnman,1036368817
Marcos Justine,1216597310
Maruping Lekwene,1233190748
Massillon Coicou,1248295740
Mohamed Bouslimani,1224118485
Nils Westermarck,1222041570
"Pedro Henriquez de Acevedo, Count of Fuentes",1150802341
Philippe Massoni,1234574618
Prakash Bahadur Deuba,1151772869
Rafael Sánchez Guerra,1237052549
Raheem Olawuyi,1140522153
Stanisław Haller,1245975219
Stevan Milosavljević,1072287796
T. G. Bharath,1245214535
Victor Anomah Ngu,1152439979
Vjenceslav Turković,1153423503
Vladimir Damgov,1215314052
Wesley Simina,1247242628
Yahya Hammuda,1245328118
Yakiv Apter,1248793136
Yat Hwaidi,1130454039
Abdelaziz El Omari,1168135452
Abdur Rahim (scholar),1250599443
Agnelo Regalla,1189186057
Alberto Aznar,1239244515
Chairman (President) of Bulgaria,1227609197
Christopher Imumolen,1220771535
Cihan Alptekin,1230258434
Domingo Ram y Lanaja,1240004197
Dorah Ilunga,1183327367
Edward Szczepanik,1247954033
Erkin Khalilov,1242468179
Ertuğrul Mat,1094920450
Fahrettin Altun,1238177958
Fernando de Valdés y Salas,1233552005
George Echom,1119848234
Georges Anglade,1246159936
Giddi Satyanarayana,1241442047
Guido Manini Ríos,1235341731
Ibrahim Nassar,1242026183
Ibrahim Tahir,1248763321
Isabel Mayer,1246218881
Janet Nwadiogo Mokelu,1057572468
Johann Anton von Pergen,1248404055
Jovenel Moïse,1248975727
Juan Pacheco,1243332699
Juliano Fernandes,1015285975
Juma Saeed Worju,1250095994
Komatsu Kiyokado,1063039451
Lea Cohen,1215313537
Mammad agha Shahtakhtinski,1185599926
Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,1209513699
Martynas Jankus,1214790448
María Silvia Correa Marín,1233099485
Mulu Solomon,1188668236
Musa Habes Almaaytah,1245828982
Muzaffar Ahmed (NAP politician),1245380189
Mário Albino,1042139227
Nay Zin Lat,1140270731
Nils Reuterholm,1171229279
Omer al-Qarray,1170837054
Park Joo-hyun (politician),1212681216
Patricio Rey Sommer,1226080617
Ricky Skerritt,1250318110
Shukraraj Shastri,1246626604
Spiro Kitinchev,1244548670
Thami Ntuli,1247658777
Umar Namadi,1250601272
Won Sehun,1218114176
Yahir Acuña,1245229750
Érik Orsenna,1242209759
Abdoul Aziz Mbaye,1167669897
Adjany Costa,1242000475
Ali Dhere,1238211507
Amal Abou Zeid,1174117279
Andrew Mwadime,1246062201
Azamathan Ämirtai,1226327203
Bae Deok-kwang,1210762609
Budimir Šegrt,1122440109
Charles Le Bègue de Germiny,1226239671
Christine Bukenya Ssendawula,1246242978
Deborah Mlongo Barasa,1246508330
Djibo Yacouba,1238216072
El Waer Hakim,1179350295
Francisco de Arango y Parreño,1243507990
Garba Shehu,1250601333
George Henriquez,1235950449
Henry Giraudy,1242478868
Hristo Atanassov,1215320743
Jang Kyung-tae,1248060371
Joe Mutambu,1246062175
José Francisco Cardenal,1017388553
Karl Freiherr von Vogelsang,1231556362
Kim Jung-hwa (politician),1212149322
Kook Jong-nam,1228800740
Kurt Meyer (Lucerne),1205146093
Lokam Naga Madhavi,1232662322
Luis Cáceres Velásquez,1246358892
Léopold Sédar Senghor,1248475218
Majid al-Nasrawi,1219358100
Manuel Luis de Oliden,1227718125
Mariano Arosemena,1245235175
Miecław,1189529166
Mohamed Muizzu,1249376012
Mohammad Toaha,1046006361
Mona Makram-Ebeid,1184351418
N'Diaye Ramatoulaye Diallo,1125486904
Nasser Zefzafi,1249091080
Ngalandou Diouf,1244200749
Oh Se-jung,1247179116
Paul Demange (politician),1229443213
Paul Lüönd,1073049884
Pedro Duarte (general),1249374531
Satyanarayana Pithani,1248295135
Spartak Braho,1224650124
Tajimul Islam,1243274616
Theodor Kery,1215046740
Wiranto Arismunandar,1229389001
Yevgeny Shaposhnikov,1245834317
Ángela Freitas,1146093179
Émile van Dievoet,1202217968
Abel Muzorewa,1246262690
Ahmad Bishti,1243766987
Ahmad Muhammad Yahya,1137404867
Akinwunmi Ambode,1246220569
Alfred Kiprato Kerich,1250433759
Allan Morley Spaar,1249461630
Andrzej Towpik,1106042651
Anton Giulio Barrili,1220684146
Ashot Arsenyan,1218601969
Ba Shin,1087648145
Bardhok Biba,1250227174
Chi Hyun Chung,1241844844
Cyrille Tahay,1244463135
Davood Moradian,1239319380
Devi Khadka,1243242828
Djumhana Wiriaatmadja,1244191081
Dušan Zelenbaba,1240611479
Emil Dessewffy,1217438745
Eyüp Sabri Hayırlıoğlu,1187249708
Hassan Latheef,1245816323
Héctor Toty Flores,1067754685
J. C. Dias Bandaranaike,1203311671
Jahan Zeb of Swat,1230027776
Jakub Szydłowiecki,1235733324
Jasmin Imamović,1234052579
Josif Kostić,1207040998
José Brito (politician),1246246718
Jožef Krajnc,1239252872
Jumah Hammad,1247415858
János Ghyczy,1051406176
Léopold Angrand,1176928408
Mamad Puteh,1240270368
Michael Ajegbo,1144112517
Mikola Statkevich,1243221482
Milena Sardi de Selle,1145661230
Muna Khalif,1240386667
Olusola Saraki,1249041363
Owen Horwood,1219703595
Pedro Vives,1223572479
Salameh Neimat,1244980528
"Salvador José de Muro, 2nd Marquis of Someruelos",1245227544
Stanislav Stoyanov (politician),1245317002
Suleiman Hassan Haddi,1080321751
Tawfiq al-Yasiri,1213227883
Theofanis Tombras,1158045142
Tiéman Coulibaly,1224357702
Walenty Stefański,1242851826
Yu Kil-chun,1239239665
Yusuf Adamu Gagdi,1236859640
Đuro Pucar,1244979237
Abdelouahed Belkeziz,1244051993
Abdullatif Al-Sayed,1231304528
Abdusalom Azizov,1246468761
Ahmed Adeeb,1249868446
Ahmed Rafiq Almhadoui,1236481840
Alexander Bogoridi,1242153001
Alok Sharma (Indian politician),1248994009
Amir Muhammad Akhundzada,1247931713
Antoine-Adrien Lamourette,1245710505
Arnold Jonathan Bishop-Gooding,1248518628
Asinansi Nyakato,1239308674
Ayyash Al-Haj,1237147110
Bashir Mohamed Jama,1236987408
Cholnan Srikaew,1235669240
Dayib Gurey,1230707703
Dobri Veličkovski,1249711336
Edward Philip Solomon,1232021267
Faysal Ali Warabe,1245565775
Francisco Vicente de la Espriella,931641150
Fundikira III,1174880016
Getoar Mjeku,1249392899
Hanum Salsabiela Rais,1242477833
Heinrich Alfred Barb,1214670404
Ishak Haji Muhammad,1250335304
Jang Hyeongwang,1248682543
Justin Nnorom,1210096515
Obaid Al-Wasmi,1226748080
Panta Lunjevica,1249895893
Paulin Makaya,1112682469
Paweł Soloch,1183001607
Petar Dragan Turković,1231554939
Pusapati Aditi Vijayalakshmi,1237546774
Qobul Tursunov,1213407495
Renan Contar,1245624959
Rindra Rabarinirinarison,1241911288
Rosan Roeslani,1250627043
Rossana Chahla,1227517224
Russell Dlamini,1246199578
Saigō Takamori,1249084904
Samia Moualfi,1212181372
Savo Zlatić,1242200639
Shah Nawaz Bhutto,1248945428
Siarhei Cherachen,1177364352
Tarak Mekki,1061580986
Wan Rosdy Wan Ismail,1249735006
Yiannis Papadimitriou,1225990254
Yoshikatsu Takeiri,1238140273
Yun Hee-suk,1248060366
Yusuf Buba Yakub,1249384599
Ze'ev Herring,1232098815
Abu Samah Mohd Kassim,1247356705
Aleksander von Kothen,1221166897
Antanas Karoblis,1167910942
Aung Than Oo,1226314813
Bernard Ntaganda,1230534850
Birche,1144900728
Chada Thaiseth,1248956827
Charles Ganilh,1067808226
Chowdhury Shamsuddin Ahmed,1237261756
Dragomir Stoynev,1236777307
Ernst Henrici,1239894377
Faik Ali Ozansoy,1216283155
Faisal Daoud,1206210906
Fati Muhammad,1246220058
Fernando Adames Torres,1217851956
Fuad Masum,1222274951
Genrikh Poghosyan,1214662694
Gopal Kumar Basnet,1189925024
Gurban Khalilov,1243520102
Hong U-won,1241409308
Jacques-Antoine Manuel,1214329727
James Tor Monybuny,1177484677
Jiří Ventruba,1179850177
Jorge Enrique Robledo,1220326566
José Francisco Valiente,1170230028
José Pascual de Liñán y Eguizábal,1224412530
Khairuddin Haseeb,1213513908
King Garabito,1196861935
Kondapalli Srinivas,1238359601
Leopold Berchtold,1228353209
Louis le Grange,1236638243
Mine Atlı,1236408162
Mohamed Hassan Ouazzani,1245328779
Morito Tatsuo,1236600657
Munacho Mutezo,1112725980
Naw Susanna Hla Hla Soe,1245373664
Nikola Lazarov,1246693713
Omar Osman Rabe,1192322872
Omoyele Sowore treason charges,1248583203
Patrick van Rensburg,1247394394
Pradeep Kumar Panigrahy,1238063699
Roman Szełemej,1229243879
Saíde Mingas,1242306726
Shqiprim Arifi,1245996635
Slobodan Čašule,1243517976
Wassef El Harakeh,1218132887
William Gopallawa,1247954900
Yerzhan Ashikbayev,1211911394
Zainal Abidin Ahmad (writer),1210890988
Ángela Robledo,1246255224
Abdulla Hassan Saif,1219928150
Adam Kimbisa,1152096144
Ahmed Musa Dangiwa,1200817722
Ajok Lucy,1236299635
Ali Sharif Athman,1246061479
Almamy Ahmadou of Timbo,1213635496
Chris Ekiyor,1213553243
Christoffer Taxell,1223403006
Dagumati Venkata Krishna Reddy,1239218290
Dan Muzee,1246062192
Darge Sahle Selassie,1242232622
Darko Pajović,1246942243
Fadi al-Hadami,1167213794
Faisal Basri,1245337842
Francisco José Pinheiro,1221332843
Gabriel Nizigama,1193500276
Giorgos Katiforis,1221278854
Han Sun-kyo,1248054350
Ibrahim Saidi Rashidi Msabaha,1209101831
Ilyas El Omari,1244051318
Ioannis Clerides,1241434918
Jakob Heller,1154908966
Jean-François Istasse,1226460856
